N,PreN,PreNLength,NumGames,PctScore,DrawPct
5,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5,37,5568,0.561691,0.392061
6,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 5.Bg5 Be7,47,2128,0.586466,0.385338
6,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 5.Bg5 c6,46,2549,0.539034,0.408787
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6,34,1896,0.537447,0.405063
6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 5.Qc2 Bb7,44,1113,0.543575,0.416891
7,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 5.Qc2 Bb7 6.Nc3 c5,53,1057,0.545884,0.421948
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Bb7,34,4021,0.564784,0.429743
6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Bb7 5.Nc3 d5,43,2948,0.564789,0.455902
7,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Bb7 5.Nc3 d5 6.cxd5 Nxd5,55,1476,0.54878,0.440379
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.e3 Bb7,34,1428,0.52591,0.463585
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6,34,10218,0.542522,0.475924
6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+,44,3449,0.535372,0.529138
7,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+ 6.Bd2 Be7,54,3329,0.535295,0.528086
8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+ 6.Bd2 Be7 7.Bg2 c6,63,1619,0.536442,0.594811
9,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+ 6.Bd2 Be7 7.Bg2 c6 8.Bc3 d5,72,1029,0.540816,0.644314
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb4+,35,1208,0.548013,0.523178
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7,34,7082,0.552315,0.508754
6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+,45,1509,0.553346,0.463883
6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7,44,4897,0.553093,0.536859
7,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.0-0 0-0,54,3799,0.546854,0.555672
8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.0-0 0-0 7.Nc3 Ne4,64,2102,0.534015,0.649381
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb4,35,1688,0.552428,0.412914
5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7,35,2037,0.537064,0.486008
5,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 a5,36,2119,0.542708,0.437942
5,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 c5,36,1614,0.546778,0.473977
6,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 c5 5.Bxb4 cxb4,48,1332,0.55518,0.475225
5,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Qe7,37,3926,0.559347,0.465613
6,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Qe7 5.g3 Nc6,46,1742,0.562284,0.474741
5,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2 0-0,38,2248,0.568282,0.356316
6,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2 0-0 5.a3 Be7,47,1357,0.561532,0.350773
5,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2 b6,37,2237,0.586052,0.406794
6,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2 b6 5.a3 Bxd2+,48,1565,0.592012,0.408306
5,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5,33,1016,0.563484,0.306102
5,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 d6,33,1316,0.525455,0.354863
6,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 d6 5.Nc3 exd5,44,1232,0.519886,0.361201
7,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 d6 5.Nc3 exd5 6.cxd5 g6,54,1209,0.520264,0.360628
5,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 exd5,35,3057,0.576218,0.316323
6,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 exd5 5.cxd5 d6,45,2622,0.575324,0.325324
7,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 exd5 5.cxd5 d6 6.Nc3 g6,54,2382,0.572208,0.328295
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Bb4+,35,3220,0.533695,0.440683
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Bb4+ 5.Bd2 Be7,45,2060,0.532038,0.466019
7,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Bb4+ 5.Bd2 Be7 6.Bg2 0-0,55,1640,0.539634,0.467073
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7,34,2681,0.555949,0.479298
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7 5.Bg2 0-0,44,2636,0.556335,0.479135
7,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7 5.Bg2 0-0 6.0-0 dxc4,55,1709,0.547688,0.509069
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 dxc4,35,2669,0.538965,0.45073
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4,35,6286,0.541839,0.460388
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Bg5 h6,44,1464,0.537909,0.544398
7,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Bg5 h6 6.Bxf6 Qxf6,56,1387,0.540014,0.553713
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.cxd5 exd5,47,1775,0.545352,0.458591
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Qa4+ Nc6,46,1370,0.555109,0.39781
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7,35,5608,0.561073,0.540834
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bf4 0-0,45,2231,0.571268,0.513222
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 0-0,45,1050,0.562857,0.561904
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 h6,44,1386,0.536796,0.633477
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c5,34,2222,0.55288,0.528802
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c5 5.cxd5 Nxd5,46,1228,0.549267,0.512214
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6,34,3313,0.514186,0.438575
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6 5.e3 Nbd7,44,1545,0.519093,0.455663
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 dxc4,36,2844,0.51213,0.459563
6,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 dxc4 5.e4 Bb4,45,1085,0.542396,0.520737
5,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Nbd7,36,2162,0.531452,0.465309
5,1.d4 Nf6 2.c4 g6 3.f3 Bg7 4.e4 d6,33,1001,0.56943,0.251748
5,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0,35,5443,0.574131,0.364137
6,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0 5.Nc3 d6,44,3650,0.586027,0.362191
7,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0 5.Nc3 d6 6.Nf3 Nbd7,55,1125,0.592444,0.351111
8,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0 5.Nc3 d6 6.Nf3 Nbd7 7.0-0 e5,64,1067,0.594657,0.355201
7,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0 5.Nc3 d6 6.Nf3 Nc6,54,1432,0.585544,0.372206
6,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0 5.Nf3 d6,44,1009,0.556491,0.371655
5,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d5,34,1807,0.565024,0.447149
6,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d5 5.cxd5 Nxd5,46,1619,0.568252,0.447189
5,1.d4 Nf6 2.c4 g6 3.g3 c6 4.Bg2 d5,33,1248,0.555689,0.512019
5,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 0-0,35,6340,0.544006,0.290851
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 0-0 5.Be2 d6,44,1035,0.507246,0.239613
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 0-0 5.Nf3 d6,44,2175,0.55977,0.326896
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 0-0 5.Nf3 d6 6.Be2 e5,53,1278,0.564553,0.33255
5,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6,34,52837,0.56133,0.352896
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bd3 0-0,44,1480,0.571621,0.343243
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 0-0,44,12205,0.561409,0.348054
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 0-0 6.Bg5 c5,53,1335,0.594007,0.371535
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 0-0 6.Bg5 Na6,54,1296,0.541666,0.361111
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 0-0 6.Nf3 e5,53,4404,0.554609,0.372615
8,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 0-0 6.Nf3 e5 7.0-0 Nc6,63,1925,0.556883,0.343896
9,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 0-0 6.Nf3 e5 7.0-0 Nc6 8.d5 Ne7,72,1753,0.555048,0.32972
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 0-0,43,8748,0.551726,0.34122
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 0-0 6.Be3 c5,52,1586,0.518915,0.356872
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 0-0 6.Be3 e5,52,1313,0.582254,0.332825
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3 0-0 6.Be3 Nc6,53,1223,0.543336,0.337694
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 0-0,43,2562,0.567525,0.332552
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 0-0 6.Nf3 c5,52,1718,0.573341,0.327124
8,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 0-0 6.Nf3 c5 7.d5 e6,60,1115,0.557399,0.323766
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.h3 0-0,43,3897,0.580189,0.297664
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0,44,19150,0.561723,0.383812
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5,53,12949,0.563441,0.395706
8,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5 7.0-0 Na6,63,1058,0.565217,0.408317
8,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5 7.0-0 Nc6,63,5226,0.568694,0.349406
9,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5 7.0-0 Nc6 8.d5 Ne7,72,4755,0.570767,0.332702
10,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5 7.0-0 Nc6 8.d5 Ne7 9.Ne1 Nd7,82,1380,0.571376,0.306521
8,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5 7.d5 a5,61,1105,0.536199,0.357466
8,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5 7.dxe5 dxe5,65,1024,0.512207,0.717773
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 Na6,54,1070,0.543925,0.349532
7,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.h3 e5,52,1404,0.558048,0.329772
6,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2 0-0,45,1090,0.545412,0.281651
5,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 0-0,35,1033,0.533881,0.390125
5,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 0-0,36,2838,0.557963,0.352008
5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7,35,2747,0.540407,0.46487
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 0-0,44,1157,0.549697,0.447709
5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5 Ne4,35,1669,0.534152,0.404433
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5 Ne4 5.Bh4 Nxc3,46,1027,0.555501,0.396299
5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5,37,16534,0.547992,0.440607
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.Bd2 Bg7,47,1633,0.553582,0.454378
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3,47,13216,0.551187,0.44272
7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7,58,12759,0.550043,0.443921
8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 0-0,68,1079,0.546339,0.388322
8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5,67,3273,0.541857,0.437213
9,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 0-0,77,1226,0.547308,0.412724
9,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 Nc6,77,1892,0.536997,0.44926
10,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 Nc6 9.Be3 0-0,87,1660,0.53253,0.439759
8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Be3 c5,67,1680,0.551785,0.471428
8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5,67,3943,0.551356,0.47375
9,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Rb1 0-0,77,1741,0.55313,0.468696
5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7,35,10060,0.535387,0.427833
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5 Ne4,45,1867,0.52437,0.433851
7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5 Ne4 6.cxd5 Nxg5,57,1083,0.521698,0.430286
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.cxd5 Nxd5,47,1879,0.549228,0.473656
7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.cxd5 Nxd5 6.e4 Nxc3,57,1228,0.550488,0.498371
8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 c5,67,1074,0.543296,0.503724
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 0-0,44,1104,0.509057,0.458333
6,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4,46,2639,0.558923,0.416824
7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 0-0,57,2489,0.560064,0.420249
5,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 0-0,35,5900,0.559406,0.412372
6,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 0-0 5.Bg2 d6,44,4091,0.561354,0.393791
7,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 0-0 5.Bg2 d6 6.0-0 Nbd7,55,1152,0.563368,0.38368
7,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 0-0 5.Bg2 d6 6.0-0 Nc6,54,1198,0.5505,0.40651
5,1.d4 Nf6 2.Nf3 d5 3.Bf4 c5 4.e3 Nc6,35,1462,0.49316,0.351573
5,1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 Bb4,35,1026,0.539961,0.45614
5,1.d4 Nf6 2.Nf3 e6 3.Bf4 b6 4.e3 Bb7,35,1339,0.529126,0.359223
5,1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.g3 Ba6,34,2481,0.532446,0.462716
5,1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.g3 Bb7,34,1487,0.563887,0.496973
6,1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.g3 Bb7 5.Bg2 Be7,44,1010,0.567821,0.517821
5,1.d4 Nf6 2.Nf3 e6 3.c4 Bb4+ 4.Bd2 Qe7,37,1300,0.560769,0.475384
5,1.d4 Nf6 2.Nf3 e6 3.e3 b6 4.Bd3 Bb7,35,2926,0.518626,0.405673
5,1.d4 Nf6 2.Nf3 e6 3.g3 b5 4.Bg2 Bb7,35,1413,0.482307,0.426751
5,1.d4 Nf6 2.Nf3 e6 3.g3 b6 4.Bg2 Bb7,35,1534,0.543676,0.4485
5,1.d4 Nf6 2.Nf3 g6 3.Bf4 Bg7 4.e3 0-0,36,2161,0.547663,0.361406
5,1.d4 Nf6 2.Nf3 g6 3.Bf4 Bg7 4.e3 d6,35,1082,0.523567,0.394639
5,1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 0-0,38,2321,0.504308,0.41663
5,1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 d5,37,1814,0.551819,0.389195
6,1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 d5 5.e3 0-0,46,1240,0.534677,0.41129
5,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.g3 0-0,35,3649,0.574403,0.392984
6,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.g3 0-0 5.Bg2 d6,44,2605,0.571976,0.371593
5,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 0-0,36,7623,0.557523,0.363636
6,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 0-0 5.e4 d6,44,5686,0.560147,0.361589
7,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 0-0 5.e4 d6 6.Be2 e5,53,3597,0.566583,0.372532
8,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 0-0 5.e4 d6 6.Be2 e5 7.0-0 Nc6,63,1341,0.565995,0.334079
9,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 0-0 5.e4 d6 6.Be2 e5 7.0-0 Nc6 8.d5 Ne7,72,1167,0.562553,0.314481
5,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d5,35,3598,0.518482,0.41662
6,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d5 5.cxd5 Nxd5,47,1500,0.538666,0.437333
7,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d5 5.cxd5 Nxd5 6.e4 Nxc3,57,1123,0.550311,0.439893
5,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d6,35,1621,0.560456,0.339913
6,1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d6 5.e4 0-0,44,1159,0.567299,0.323554
5,1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 0-0,36,7625,0.52459,0.414426
6,1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 0-0 5.0-0 d5,45,1542,0.511997,0.448119
6,1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 0-0 5.0-0 d6,45,4486,0.523183,0.401248
5,1.d4 Nf6 2.Nf3 g6 3.Nc3 d5 4.Bf4 Bg7,36,1675,0.545074,0.360597
5,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 e6,35,1373,0.518572,0.466132
6,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 e6 5.Nf3 Nf6,45,1095,0.511872,0.486757
5,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 g6,35,1034,0.490328,0.384912
5,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nc6,36,2012,0.557157,0.392644
5,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6,36,5890,0.520967,0.462988
6,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 Bg4,46,2205,0.528571,0.493877
7,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 Bg4 6.Be2 e6,55,1236,0.497977,0.555825
6,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6,45,2450,0.508163,0.465306
5,1.e4 c5 2.c3 e6 3.d4 d5 4.exd5 exd5,35,1453,0.510323,0.464556
5,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4,35,8232,0.505041,0.399295
6,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.cxd4 d6,45,1100,0.503636,0.383636
6,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 e6,44,2061,0.491751,0.379912
7,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 e6 6.cxd4 d6,54,1143,0.471128,0.396325
6,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6,45,2781,0.514563,0.450197
7,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.Bc4 Nb6,55,1297,0.520817,0.440246
7,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.cxd4 d6,55,1247,0.509623,0.481956
5,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 e6,34,1439,0.563585,0.387769
5,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6,35,2435,0.53655,0.417659
6,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6 5.Bc4 Nb6,45,1203,0.55029,0.365752
5,1.e4 c5 2.d3 Nc6 3.g3 g6 4.Bg2 Bg7,34,1017,0.530481,0.325467
5,1.e4 c5 2.Nc3 a6 3.g3 b5 4.Bg2 Bb7,34,1111,0.511701,0.270927
5,1.e4 c5 2.Nc3 d6 3.f4 g6 4.Nf3 Bg7,34,1126,0.497335,0.300177
5,1.e4 c5 2.Nc3 Nc6 3.Bb5 Nd4 4.Bc4 e6,36,1275,0.547843,0.334901
5,1.e4 c5 2.Nc3 Nc6 3.f4 g6 4.Nf3 Bg7,35,2434,0.466926,0.312654
6,1.e4 c5 2.Nc3 Nc6 3.f4 g6 4.Nf3 Bg7 5.Bb5 Nd4,45,1138,0.478031,0.340949
5,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7,35,6067,0.485495,0.379924
6,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6,43,3962,0.483846,0.397274
7,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4 e6,51,1053,0.48433,0.431149
8,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4 e6 7.Nf3 Nge7,62,1009,0.484638,0.432111
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Nxd7,40,2729,0.505862,0.440087
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Nxd7 5.0-0 Ngf6,51,2045,0.509535,0.445965
7,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Nxd7 5.0-0 Ngf6 6.Qe2 e6,60,1027,0.517039,0.457643
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7,40,8029,0.538983,0.523975
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.0-0 Nc6,50,2514,0.532816,0.523866
7,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.0-0 Nc6 6.c3 Nf6,59,1353,0.530303,0.516629
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.0-0 Nf6,50,1705,0.522873,0.533137
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.c4 Nc6,49,1526,0.55865,0.510484
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.c4 Nf6,49,1409,0.543647,0.573456
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Nc6 4.0-0 Bd7,37,1847,0.520844,0.384407
